# LAMMPS data file written by Ovito 3.0.0-dev503
4169 atoms
4 atom types
-51.39 51.39 xlo xhi
-44.5039 44.5039 ylo yhi
-10.6534 120.653 zlo zhi

Masses
 
1 0.0
2 0.0
3 0.0
4 0.0
 
Atoms  # atomic
 
61413	1	-24.5534	-7.33905	53.0505
62860	1	-22.125	-7.28119	53.0901
52176	2	-29.5792	-1.49052	50.5876
44258	3	-2.11264	-44.3003	44.8584
52250	3	-51.2937	-21.6573	52.6929
54699	2	-21.9892	-5.8479	51.132
53046	2	-19.5112	-5.88297	51.2909
25429	2	-51.3672	-43.0406	17.1375
55203	2	-20.8602	-3.62422	51.2227
24050	1	-27.369	-43.4473	12.9796
29989	2	-51.2992	-38.2873	23.111
25321	1	-39.8221	-24.1634	15.316
61936	2	-23.2666	-3.64914	51.0975
55945	3	-13.4884	-3.97286	53.0142
26102	2	-48.7407	-42.9097	17.3365
26663	4	-38.4718	-29.618	16.8965
28314	4	-38.7056	-28.261	18.8405
26158	4	-42.5663	-22.355	17.8183
27328	4	-39.5775	-24.7954	19.3258
54600	2	-18.3298	-3.63036	51.3907
28094	4	-39.9266	-28.6912	20.8683
56011	2	-19.6266	-1.45252	51.4626
28515	4	-46.4131	-26.0347	22.0207
30748	4	-44.3309	-27.0553	21.5218
27198	4	-38.6344	-26.6316	20.7311
29847	4	-45.1496	-23.8426	21.9428
30199	4	-45.2623	-25.1155	20.0431
28389	4	-41.9362	-24.3022	19.5215
26882	4	-43.0328	-25.0254	21.4895
28234	4	-44.003	-23.1165	19.8554
29533	4	-41.9502	-22.7321	21.3039
28316	4	-40.6763	-25.3097	21.4411
28042	4	-39.5837	-23.0763	21.4435
28321	4	-37.5081	-24.4683	20.6727
26812	4	-42.8215	-20.8961	19.8769
27256	4	-42.6652	-19.4062	21.8073
28683	4	-43.9928	-21.5993	21.8839
26540	4	-40.6872	-22.2259	19.3387
26487	4	-40.3541	-20.6604	21.1392
27022	4	-41.4768	-17.1854	21.8319
26208	1	-27.2491	-15.7892	19.9114
27172	1	-28.6118	-13.676	19.7983
55372	2	-27.0172	-6.02182	50.6648
26356	2	-46.1575	-42.7767	23.2064
29073	2	-47.489	-40.7177	23.2146
31842	1	-47.5187	-34.7737	24.0352
31469	4	-47.8318	-26.7477	23.9839
29443	4	-45.6689	-27.7656	23.6225
31983	4	-44.3685	-25.6427	23.5643
27574	4	-41.8457	-25.7792	23.4704
30449	4	-39.9131	-27.1535	22.7897
31345	4	-41.1934	-27.7933	24.8403
29593	4	-39.79	-25.6513	24.6867
