# LAMMPS data file written by Ovito 3.0.0-dev503
4169 atoms
4 atom types
-51.39 51.39 xlo xhi
-44.5039 44.5039 ylo yhi
-10.6534 120.653 zlo zhi

Masses

1 0.0 # Cu
2 0.0 # Cu
3 0.0 # Cu
4 0.0 # Cu

Atoms  # atomic

61413	1	-24.55342254	-7.339049141	53.05048346
62860	1	-22.12503948	-7.281194071	53.0900973
52176	2	-29.57915898	-1.490524619	50.58756453
44258	3	-2.1126429	-44.30029466	44.85838445
52250	4	-51.29372361	-21.65728889	52.69285231
54699	2	-21.98916432	-5.847901468	51.13197827
53046	2	-19.5112413	-5.882970541	51.29087627
25429	1	-51.36716177	-43.04057616	17.13754478
55203	2	-20.8602288	-3.6242196	51.2227139
24050	1	-27.36897786	-43.44728841	12.97964014
29989	1	-51.29922491	-38.28726592	23.11104713
25321	1	-39.822111	-24.16339251	15.3159718
61936	2	-23.26661694	-3.649141784	51.09745448
55945	3	-13.48843608	-3.972863153	53.01418921
26102	1	-48.74073244	-42.9097258	17.33649924
26663	4	-38.47178736	-29.6179685	16.89654211
28314	4	-38.70561186	-28.26095559	18.84049753
26158	4	-42.56630617	-22.35502103	17.81828327
27328	4	-39.5774946	-24.79543689	19.32582247
54600	2	-18.3297852	-3.630361139	51.39068546
28094	4	-39.92663826	-28.69121929	20.86832807
56011	2	-19.62656046	-1.452518288	51.46261004
28515	4	-46.41308406	-26.03469249	22.0206705
30748	4	-44.3308846	-27.05534493	21.52184587
27198	4	-38.63438532	-26.6315788	20.73111811
29847	4	-45.14957869	-23.84260839	21.94277065
30199	4	-45.26230779	-25.11550894	20.04307651
28389	4	-41.93621338	-24.30215567	19.52145732
26882	4	-43.03276292	-25.02543305	21.48953514
28234	4	-44.00297528	-23.11648276	19.85540868
29533	4	-41.95016062	-22.73214708	21.30385907
28316	4	-40.67631558	-25.30972396	21.44106904
28042	4	-39.5836614	-23.07634024	21.44350341
28321	4	-37.50812208	-24.46833323	20.67269322
26812	4	-42.82151918	-20.89609418	19.8768754
27256	4	-42.6651908	-19.40619262	21.80733113
28683	4	-43.99281034	-21.59934481	21.88390314
26540	4	-40.68721026	-22.22587071	19.33865824
26487	4	-40.35410028	-20.66040153	21.13920711
27022	4	-41.47681761	-17.185359	21.83189614
26208	1	-27.24913638	-15.78918265	19.9113992
27172	1	-28.61179362	-13.67604847	19.79831163
55372	2	-27.01716192	-6.021822709	50.66480046
26356	1	-46.15752159	-42.77666804	23.20643019
29073	1	-47.48904677	-40.7176862	23.21461853
31842	1	-47.51871935	-34.77374532	24.03522266
31469	4	-47.83182835	-26.74773398	23.98387957
29443	4	-45.66890547	-27.76562718	23.62248622
31983	4	-44.36851235	-25.64270214	23.56428264
27574	4	-41.84570531	-25.77924011	23.47044873
30449	4	-39.9130713	-27.15352054	22.78971024
31345	4	-41.19336065	-27.7933086	24.84033534
29593	4	-39.79004364	-25.6513359	24.6867487
32249	4	-46.54502275	-24.46940132	24.03190306
31519	4	-45.24650023	-22.42346803	24.00955112
27853	4	-43.04038919	-23.50695998	23.39631108
34355	4	-41.80665919	-24.33722474	25.46995205
30566	4	-44.38098985	-24.2055822	25.50890198
32066	4	-40.654629	-23.73535399	23.47133395
30548	4	-38.6668638	-25.00985668	22.71468737
30867	4	-38.4751791	-23.40299887	24.58229208
28804	4	-37.3995864	-22.97932174	22.57194474
29547	4	-43.95624122	-20.17584307	23.86791502
